ride_id,ride_name,event_datetime,person_id,first_name,last_name,gender,age,height,job
524,Minor's Revenge,2023-09-25 4:28:28,10894,Rhea,Johnson,Prefer not to respond,26,169,Photographer
524,Minor's Revenge,2023-09-25 4:28:28,10963,Kenneth,Dlomo,Non-binary/non-conforming,77,179,Forensic scientist
524,Minor's Revenge,2023-09-25 4:28:28,10969,Ela,Bender,Transgender,48,160,Sports administrator
524,Minor's Revenge,2023-09-25 4:28:28,11000,Mcebisi,Bishop,Prefer not to respond,81,146,"Engineer, maintenance"
524,Minor's Revenge,2023-09-25 4:28:28,11008,Nothando,Sachdeva,Prefer not to respond,77,173,"Engineer, electrical"
524,Minor's Revenge,2023-09-25 4:28:28,11020,Nakul,Mangede,Man,85,177,Osteopath
524,Minor's Revenge,2023-09-25 4:28:28,11092,Timothy,Nolan,Transgender,35,184,Hydrographic surveyor
524,Minor's Revenge,2023-09-25 4:28:28,11115,Sihawukele,Acosta,Transgender,26,153,Illustrator
524,Minor's Revenge,2023-09-25 4:28:28,11121,Thando,Mejia,Prefer not to respond,48,161,"Optician, dispensing"
525,Minor's Revenge,2023-09-25 6:57:28,10028,Brittany,Maseko,Non-binary/non-conforming,51,147,"Surveyor, rural practice"
525,Minor's Revenge,2023-09-25 6:57:28,10040,Rachel,Harris,Non-binary/non-conforming,67,183,"Editor, film/video"
525,Minor's Revenge,2023-09-25 6:57:28,10048,Rhonda,Ross,Transgender,35,148,"Engineer, chemical"
525,Minor's Revenge,2023-09-25 6:57:28,10065,Juan,Clark,Non-binary/non-conforming,35,187,Commercial art gallery manager
525,Minor's Revenge,2023-09-25 6:57:28,10071,Maria,Nelson,Transgender,71,170,Nature conservation officer
525,Minor's Revenge,2023-09-25 6:57:28,10081,Melissa,Perry,Woman,82,182,Energy engineer
525,Minor's Revenge,2023-09-25 6:57:28,10098,Ayesha,Haynes,Non-binary/non-conforming,57,186,Water engineer
525,Minor's Revenge,2023-09-25 6:57:28,10102,Robert,Adams,Woman,68,183,Technical author
525,Minor's Revenge,2023-09-25 6:57:28,10190,Mohanlal,Char,Woman,49,154,Armed forces logistics/support/administrative officer
525,Minor's Revenge,2023-09-25 6:57:28,10200,Andile,Mshikila,Transgender,56,172,"Designer, blown glass/stained glass"
525,Minor's Revenge,2023-09-25 6:57:28,10201,Dumisani,Jones,Prefer not to respond,23,164,Lobbyist
525,Minor's Revenge,2023-09-25 6:57:28,10221,Brian,Singh,Transgender,36,144,Dietitian
525,Minor's Revenge,2023-09-25 6:57:28,10252,Edward,Campbell,Woman,21,170,Games developer
525,Minor's Revenge,2023-09-25 6:57:28,10266,Sara,Sawhney,Man,21,177,"Administrator, education"
525,Minor's Revenge,2023-09-25 6:57:28,10361,Vicki,Bhardwaj,Woman,28,160,Freight forwarder
525,Minor's Revenge,2023-09-25 6:57:28,10396,Andrew,Batta,Prefer not to respond,19,169,Higher education lecturer
525,Minor's Revenge,2023-09-25 6:57:28,10417,Nomthandazo,Gupta,Prefer not to respond,89,177,Tourist information centre manager
525,Minor's Revenge,2023-09-25 6:57:28,10426,Alicia,Crane,Prefer not to respond,84,179,Tourism officer
525,Minor's Revenge,2023-09-25 6:57:28,10468,Anika,Mabhena,Man,33,173,Management consultant
525,Minor's Revenge,2023-09-25 6:57:28,10482,Nehmat,Orozco,Transgender,70,151,Customer service manager
525,Minor's Revenge,2023-09-25 6:57:28,10489,Thandazile,Walker,Woman,66,149,Health promotion specialist
525,Minor's Revenge,2023-09-25 6:57:28,10514,Elizabeth,Bal,Transgender,75,186,Minerals surveyor
525,Minor's Revenge,2023-09-25 6:57:28,10516,Nancy,Chakraborty,Prefer not to respond,35,171,Glass blower/designer
525,Minor's Revenge,2023-09-25 6:57:28,10531,Thabani,Brown,Transgender,71,146,Catering manager
525,Minor's Revenge,2023-09-25 6:57:28,10630,Jennifer,Richardson,Man,84,170,"Librarian, public"
525,Minor's Revenge,2023-09-25 6:57:28,10697,Elizabeth,Durham,Transgender,58,144,"Engineer, drilling"
525,Minor's Revenge,2023-09-25 6:57:28,10712,Michael,Taylor,Transgender,78,186,"Engineer, biomedical"
525,Minor's Revenge,2023-09-25 6:57:28,10783,Jonathan,Golden,Man,62,153,Television floor manager
525,Minor's Revenge,2023-09-25 6:57:28,10795,Sibusisiwe,Nomndayi,Man,34,169,Scientific laboratory technician
525,Minor's Revenge,2023-09-25 6:57:28,10821,Debbie,Mayise,Man,37,143,Contractor
525,Minor's Revenge,2023-09-25 6:57:28,10836,Sihawukele,Brar,Non-binary/non-conforming,27,158,"Nurse, children's"
525,Minor's Revenge,2023-09-25 6:57:28,10840,Kimberly,Gugushe,Prefer not to respond,52,164,Diplomatic Services operational officer
525,Minor's Revenge,2023-09-25 6:57:28,10895,Veronica,Mageba,Woman,52,161,"Designer, interior/spatial"
525,Minor's Revenge,2023-09-25 6:57:28,10995,Navya,Turner,Transgender,29,168,"Engineer, electrical"
525,Minor's Revenge,2023-09-25 6:57:28,11123,David,Brown,Man,86,151,"Designer, ceramics/pottery"
525,Minor's Revenge,2023-09-25 6:57:28,11147,Mandla,Nguyen,Woman,68,150,"Engineer, materials"
525,Minor's Revenge,2023-09-25 6:57:28,11159,Lwandile,Raman,Non-binary/non-conforming,33,183,Sales promotion account executive
526,The Anaconda,2023-09-25 1:10:03,10036,Ethan,Johnson,Man,28,182,Chartered accountant
526,The Anaconda,2023-09-25 1:10:03,10071,Maria,Nelson,Transgender,71,170,Nature conservation officer
526,The Anaconda,2023-09-25 1:10:03,10112,Hrishita,Mathula,Non-binary/non-conforming,19,162,Health and safety inspector
526,The Anaconda,2023-09-25 1:10:03,10149,Bhekisisa,Phillips,Non-binary/non-conforming,89,145,Furniture conservator/restorer
526,The Anaconda,2023-09-25 1:10:03,10155,Njabulo,Weber,Woman,25,148,Clothing/textile technologist
526,The Anaconda,2023-09-25 1:10:03,10228,Mthokozisi,Cwalile,Transgender,79,161,Chief Marketing Officer
526,The Anaconda,2023-09-25 1:10:03,10249,Nomasonto,Copeland,Woman,73,149,Naval architect
526,The Anaconda,2023-09-25 1:10:03,10249,Nomasonto,Copeland,Woman,73,149,Naval architect
526,The Anaconda,2023-09-25 1:10:03,10316,Kenneth,Owens,Transgender,60,169,Sport and exercise psychologist
526,The Anaconda,2023-09-25 1:10:03,10326,Mark,Fox,Transgender,32,152,Artist
526,The Anaconda,2023-09-25 1:10:03,10337,Timothy,Ngomane,Non-binary/non-conforming,64,145,"Nurse, mental health"
526,The Anaconda,2023-09-25 1:10:03,10365,Thabani,Morgan,Prefer not to respond,66,182,Clinical embryologist
526,The Anaconda,2023-09-25 1:10:03,10434,Raghav,Mkhathini,Non-binary/non-conforming,25,152,Cytogeneticist
526,The Anaconda,2023-09-25 1:10:03,10459,Kevin,Davis,Transgender,72,184,"Scientist, marine"
526,The Anaconda,2023-09-25 1:10:03,10491,William,Holloway,Transgender,32,188,Futures trader
526,The Anaconda,2023-09-25 1:10:03,10527,Gregory,Goyal,Man,50,161,Museum/gallery conservator
526,The Anaconda,2023-09-25 1:10:03,10534,Jennifer,Mfeka,Man,76,162,Food technologist
526,The Anaconda,2023-09-25 1:10:03,10590,Nirvi,Sathe,Transgender,79,148,Pathologist
526,The Anaconda,2023-09-25 1:10:03,10643,Jason,Mazalankosi,Transgender,58,159,Technical author
526,The Anaconda,2023-09-25 1:10:03,10668,Shane,Mngadi,Transgender,42,167,"Designer, multimedia"
526,The Anaconda,2023-09-25 1:10:03,10836,Sihawukele,Brar,Non-binary/non-conforming,27,158,"Nurse, children's"
526,The Anaconda,2023-09-25 1:10:03,10842,Colleen,Venkataraman,Transgender,34,165,"Copywriter, advertising"
526,The Anaconda,2023-09-25 1:10:03,10918,Owethu,Richardson,Woman,88,190,Civil Service administrator
526,The Anaconda,2023-09-25 1:10:03,10992,Eric,Cooley,Non-binary/non-conforming,54,158,Financial planner
526,The Anaconda,2023-09-25 1:10:03,11054,Vusumuzi,Khuboni,Woman,70,140,"Designer, graphic"
526,The Anaconda,2023-09-25 1:10:03,11160,Nobantu,Nyambose,Man,55,165,Corporate investment banker
526,The Anaconda,2023-09-25 1:10:03,11162,Eduardo,Malevu,Transgender,59,149,Occupational therapist
527,The Log Ride of Destiny,2023-09-24 14:40:50,10046,Julia,Madinane,Man,71,163,Horticultural consultant
527,The Log Ride of Destiny,2023-09-24 14:40:50,10081,Melissa,Perry,Woman,82,182,Energy engineer
527,The Log Ride of Destiny,2023-09-24 14:40:50,10090,Samar,Perry,Woman,35,176,Company secretary
527,The Log Ride of Destiny,2023-09-24 14:40:50,10130,Jabulani,May,Man,53,180,Recycling officer
527,The Log Ride of Destiny,2023-09-24 14:40:50,10131,Chelsea,Gade,Prefer not to respond,63,159,Homeopath
527,The Log Ride of Destiny,2023-09-24 14:40:50,10157,Gerald,Douglas,Woman,25,141,Agricultural engineer
527,The Log Ride of Destiny,2023-09-24 14:40:50,10172,Jivin,Anne,Transgender,85,179,"Research officer, government"
527,The Log Ride of Destiny,2023-09-24 14:40:50,10173,Nonhlanhla,Ben,Non-binary/non-conforming,35,183,"Presenter, broadcasting"
527,The Log Ride of Destiny,2023-09-24 14:40:50,10201,Dumisani,Jones,Prefer not to respond,23,164,Lobbyist
527,The Log Ride of Destiny,2023-09-24 14:40:50,10231,Tiffany,Bobal,Man,68,149,"Scientist, research (physical sciences)"
527,The Log Ride of Destiny,2023-09-24 14:40:50,10236,Vivaan,Lawrence,Transgender,37,180,Clinical cytogeneticist
527,The Log Ride of Destiny,2023-09-24 14:40:50,10288,Rati,Maseko,Prefer not to respond,78,190,Illustrator
527,The Log Ride of Destiny,2023-09-24 14:40:50,10321,Busisiwe,Gibson,Transgender,37,144,Market researcher
527,The Log Ride of Destiny,2023-09-24 14:40:50,10358,Breanna,Masondo,Man,18,178,"Scientist, biomedical"
527,The Log Ride of Destiny,2023-09-24 14:40:50,10371,Rebekah,Sachdev,Prefer not to respond,88,188,Petroleum engineer
527,The Log Ride of Destiny,2023-09-24 14:40:50,10411,Erin,Smith,Man,80,168,Leisure centre manager
527,The Log Ride of Destiny,2023-09-24 14:40:50,10431,Jennifer,Manning,Woman,87,156,Advertising account planner
527,The Log Ride of Destiny,2023-09-24 14:40:50,10435,Njabulo,Mlangeni,Man,64,159,Manufacturing systems engineer
527,The Log Ride of Destiny,2023-09-24 14:40:50,10438,Raymond,Griffin,Non-binary/non-conforming,56,172,"Conservator, furniture"
527,The Log Ride of Destiny,2023-09-24 14:40:50,10491,William,Holloway,Transgender,32,188,Futures trader
527,The Log Ride of Destiny,2023-09-24 14:40:50,10493,Johnny,Hester,Non-binary/non-conforming,55,156,"Radiographer, diagnostic"
527,The Log Ride of Destiny,2023-09-24 14:40:50,10564,Lisa,King,Transgender,82,140,Television camera operator
527,The Log Ride of Destiny,2023-09-24 14:40:50,10627,Patrick,Ramaswamy,Transgender,26,148,Artist
527,The Log Ride of Destiny,2023-09-24 14:40:50,10630,Jennifer,Richardson,Man,84,170,"Librarian, public"
527,The Log Ride of Destiny,2023-09-24 14:40:50,10682,Nhlanhla,Cebekhulu,Transgender,64,163,"Chemist, analytical"
527,The Log Ride of Destiny,2023-09-24 14:40:50,10682,Nhlanhla,Cebekhulu,Transgender,64,163,"Chemist, analytical"
527,The Log Ride of Destiny,2023-09-24 14:40:50,10774,Sahil,Bava,Man,76,152,IT trainer
527,The Log Ride of Destiny,2023-09-24 14:40:50,10781,Vusumuzi,Hari,Transgender,52,177,"Therapist, nutritional"
527,The Log Ride of Destiny,2023-09-24 14:40:50,10795,Sibusisiwe,Nomndayi,Man,34,169,Scientific laboratory technician
527,The Log Ride of Destiny,2023-09-24 14:40:50,10807,Sandra,Reddy,Woman,47,177,Aid worker
527,The Log Ride of Destiny,2023-09-24 14:40:50,10815,Thembile,Qwabe,Prefer not to respond,54,186,Building services engineer
527,The Log Ride of Destiny,2023-09-24 14:40:50,10866,Londisizwe,Ndlandla,Man,22,140,Systems analyst
527,The Log Ride of Destiny,2023-09-24 14:40:50,10872,Zenzele,Baxter,Woman,61,175,"Librarian, academic"
527,The Log Ride of Destiny,2023-09-24 14:40:50,10889,Justin,Khwela,Non-binary/non-conforming,37,167,Leisure centre manager
527,The Log Ride of Destiny,2023-09-24 14:40:50,11037,Tamara,Mzileni,Prefer not to respond,52,147,Web designer
527,The Log Ride of Destiny,2023-09-24 14:40:50,11080,Thuthukile,Smith,Prefer not to respond,57,168,"Development worker, international aid"
527,The Log Ride of Destiny,2023-09-24 14:40:50,11105,Crystal,Simpson,Non-binary/non-conforming,85,168,Public relations account executive
527,The Log Ride of Destiny,2023-09-24 14:40:50,11118,Oorja,Oconnor,Man,48,168,Land
527,The Log Ride of Destiny,2023-09-24 14:40:50,11139,Mishti,Frank,Man,31,152,"Buyer, retail"
528,Minor's Revenge,2023-09-25 13:08:01,10031,Mnqobi,Lopez,Transgender,76,142,"Civil engineer, consulting"
528,Minor's Revenge,2023-09-25 13:08:01,10063,Adira,Sikhunyana,Woman,40,190,"Buyer, industrial"
528,Minor's Revenge,2023-09-25 13:08:01,10129,Beth,Khonjwayo,Prefer not to respond,70,156,"Designer, interior/spatial"
528,Minor's Revenge,2023-09-25 13:08:01,10182,Nothando,Taylor,Non-binary/non-conforming,30,142,Quality manager
528,Minor's Revenge,2023-09-25 13:08:01,10189,Njabulo,Carney,Non-binary/non-conforming,78,188,"Psychotherapist, dance movement"
528,Minor's Revenge,2023-09-25 13:08:01,10326,Mark,Fox,Transgender,32,152,Artist
528,Minor's Revenge,2023-09-25 13:08:01,10347,Dumisile,Davis,Woman,84,175,Ophthalmologist
528,Minor's Revenge,2023-09-25 13:08:01,10357,Zibuyile,Ward,Woman,79,163,Surgeon
528,Minor's Revenge,2023-09-25 13:08:01,10367,Nehmat,Macingwane,Non-binary/non-conforming,42,141,"Journalist, magazine"
528,Minor's Revenge,2023-09-25 13:08:01,10403,Melissa,Mazalankosi,Man,74,170,Radio broadcast assistant
528,Minor's Revenge,2023-09-25 13:08:01,10407,Fateh,Collins,Transgender,26,169,Patent attorney
528,Minor's Revenge,2023-09-25 13:08:01,10523,Joseph,Mawewe,Prefer not to respond,37,180,Microbiologist
528,Minor's Revenge,2023-09-25 13:08:01,10573,Kristopher,Mlawula,Non-binary/non-conforming,48,171,Prison officer
528,Minor's Revenge,2023-09-25 13:08:01,10604,Nokulunga,Smith,Woman,75,144,"Therapist, horticultural"
528,Minor's Revenge,2023-09-25 13:08:01,10611,Rasha,Khanna,Woman,66,156,Bookseller
528,Minor's Revenge,2023-09-25 13:08:01,10628,Indrans,Sekhon,Transgender,21,190,"Engineer, biomedical"
528,Minor's Revenge,2023-09-25 13:08:01,10648,Riaan,Cooper,Non-binary/non-conforming,33,162,"Psychologist, forensic"
528,Minor's Revenge,2023-09-25 13:08:01,10658,Aarush,Xulu,Woman,31,165,Insurance claims handler
528,Minor's Revenge,2023-09-25 13:08:01,10658,Aarush,Xulu,Woman,31,165,Insurance claims handler
528,Minor's Revenge,2023-09-25 13:08:01,10662,Brian,Gonzalez,Prefer not to respond,69,178,Fashion designer
528,Minor's Revenge,2023-09-25 13:08:01,10694,Michael,Rege,Non-binary/non-conforming,83,170,"Teacher, special educational needs"
528,Minor's Revenge,2023-09-25 13:08:01,10695,David,Nkabinde,Prefer not to respond,61,153,Research scientist (medical)
528,Minor's Revenge,2023-09-25 13:08:01,10745,Nomagugu,Sitolotolo,Prefer not to respond,78,177,Multimedia specialist
528,Minor's Revenge,2023-09-25 13:08:01,10825,Madhup,Mthiya,Non-binary/non-conforming,63,141,Psychotherapist
528,Minor's Revenge,2023-09-25 13:08:01,10887,Njabulo,Miller,Non-binary/non-conforming,62,146,"Accountant, chartered certified"
528,Minor's Revenge,2023-09-25 13:08:01,10923,Michael,Cheema,Prefer not to respond,77,166,Haematologist
528,Minor's Revenge,2023-09-25 13:08:01,10960,Thabisile,Iyer,Non-binary/non-conforming,46,152,"Runner, broadcasting/film/video"
528,Minor's Revenge,2023-09-25 13:08:01,10984,Thalente,Robinson,Man,59,149,Holiday representative
528,Minor's Revenge,2023-09-25 13:08:01,11014,Thandiwe,Magononde,Man,58,188,Management consultant
528,Minor's Revenge,2023-09-25 13:08:01,11062,Alvin,Sims,Man,89,155,Data processing manager
528,Minor's Revenge,2023-09-25 13:08:01,11067,Stuvan,Manning,Woman,53,169,"Designer, blown glass/stained glass"
529,TimeTangle2000,2023-09-25 3:56:13,10028,Brittany,Maseko,Non-binary/non-conforming,51,147,"Surveyor, rural practice"
529,TimeTangle2000,2023-09-25 3:56:13,10044,Priyansh,Ramirez,Man,30,159,Learning disability nurse
529,TimeTangle2000,2023-09-25 3:56:13,10108,Ryan,White,Woman,54,173,Ship broker
529,TimeTangle2000,2023-09-25 3:56:13,10110,Michael,Khuboni,Prefer not to respond,49,154,Community pharmacist
529,TimeTangle2000,2023-09-25 3:56:13,10123,Julie,Nelson,Man,62,177,Chief Executive Officer
529,TimeTangle2000,2023-09-25 3:56:13,10281,Langalibalele,Karpe,Prefer not to respond,19,179,Neurosurgeon
529,TimeTangle2000,2023-09-25 3:56:13,10318,Lungile,Benjamin,Woman,34,141,Chief Operating Officer
529,TimeTangle2000,2023-09-25 3:56:13,10348,Thalente,Fernandez,Prefer not to respond,36,147,Local government officer
529,TimeTangle2000,2023-09-25 3:56:13,10360,Ayesha,Suresh,Prefer not to respond,18,148,Transport planner
529,TimeTangle2000,2023-09-25 3:56:13,10391,Rasha,White,Man,82,155,Heritage manager
529,TimeTangle2000,2023-09-25 3:56:13,10394,Ellen,Mpikela,Transgender,81,163,Paediatric nurse
529,TimeTangle2000,2023-09-25 3:56:13,10506,Noxolo,Sem,Man,55,142,"Scientist, research (maths)"
529,TimeTangle2000,2023-09-25 3:56:13,10547,Sandile,Samra,Non-binary/non-conforming,32,190,Commercial/residential surveyor
529,TimeTangle2000,2023-09-25 3:56:13,10550,Lisa,Dey,Woman,29,152,Medical technical officer
529,TimeTangle2000,2023-09-25 3:56:13,10560,Christy,Phelps,Woman,21,158,Engineering geologist
529,TimeTangle2000,2023-09-25 3:56:13,10585,Silondile,Sura,Non-binary/non-conforming,81,142,"Conservator, furniture"
529,TimeTangle2000,2023-09-25 3:56:13,10623,Dana,Thompson,Man,60,168,"Programme researcher, broadcasting/film/video"
529,TimeTangle2000,2023-09-25 3:56:13,10630,Jennifer,Richardson,Man,84,170,"Librarian, public"
529,TimeTangle2000,2023-09-25 3:56:13,10636,SimphiweyiNkosi,Dayal,Prefer not to respond,21,140,Archaeologist
529,TimeTangle2000,2023-09-25 3:56:13,10690,Gail,Simon,Woman,73,188,"Research officer, political party"
529,TimeTangle2000,2023-09-25 3:56:13,10731,Gary,Rubio,Transgender,89,173,"Engineer, electronics"
529,TimeTangle2000,2023-09-25 3:56:13,10754,Clifford,Gambuse,Woman,50,149,Academic librarian
529,TimeTangle2000,2023-09-25 3:56:13,10774,Sahil,Bava,Man,76,152,IT trainer
529,TimeTangle2000,2023-09-25 3:56:13,10793,Mthokozisi,Gcaba,Man,67,163,Cabin crew
529,TimeTangle2000,2023-09-25 3:56:13,10830,Jon,Horton,Transgender,37,150,Waste management officer
529,TimeTangle2000,2023-09-25 3:56:13,10845,Charles,Solis,Prefer not to respond,72,169,Fish farm manager
529,TimeTangle2000,2023-09-25 3:56:13,10846,Nqobizitha,Sankaran,Transgender,39,175,Merchant navy officer
529,TimeTangle2000,2023-09-25 3:56:13,10889,Justin,Khwela,Non-binary/non-conforming,37,167,Leisure centre manager
529,TimeTangle2000,2023-09-25 3:56:13,10939,Nobuhle,Fernandez,Man,39,181,"Engineer, civil (contracting)"
529,TimeTangle2000,2023-09-25 3:56:13,10948,Angela,Clark,Man,33,178,Psychotherapist
529,TimeTangle2000,2023-09-25 3:56:13,10954,SimphiweyiNkosi,Krishna,Prefer not to respond,75,168,"Teacher, English as a foreign language"
529,TimeTangle2000,2023-09-25 3:56:13,10957,Peggy,Gxabhashe,Transgender,36,161,Television production assistant
529,TimeTangle2000,2023-09-25 3:56:13,10960,Thabisile,Iyer,Non-binary/non-conforming,46,152,"Runner, broadcasting/film/video"
529,TimeTangle2000,2023-09-25 3:56:13,10965,Sheryl,Magagula,Transgender,49,154,Electronics engineer
529,TimeTangle2000,2023-09-25 3:56:13,10994,Christopher,Mdlanyoka,Woman,46,149,Therapeutic radiographer
529,TimeTangle2000,2023-09-25 3:56:13,10998,Pihu,Borra,Non-binary/non-conforming,49,166,"Loss adjuster, chartered"
529,TimeTangle2000,2023-09-25 3:56:13,11011,Nonjabulo,Maphisa,Non-binary/non-conforming,51,160,"Education officer, environmental"
529,TimeTangle2000,2023-09-25 3:56:13,11018,David,Mdonswa,Non-binary/non-conforming,41,148,Youth worker
529,TimeTangle2000,2023-09-25 3:56:13,11042,Aaron,Tella,Transgender,27,155,"Scientist, forensic"
529,TimeTangle2000,2023-09-25 3:56:13,11074,Christine,Sims,Prefer not to respond,23,152,Air cabin crew
529,TimeTangle2000,2023-09-25 3:56:13,11081,Sean,Nongalaza,Woman,36,149,Communications engineer
530,The Chest Arrestor,2023-09-24 22:50:07,10031,Mnqobi,Lopez,Transgender,76,142,"Civil engineer, consulting"
530,The Chest Arrestor,2023-09-24 22:50:07,10082,Londisizwe,Masuku,Woman,75,141,Waste management officer
530,The Chest Arrestor,2023-09-24 22:50:07,10095,Brian,Wilson,Prefer not to respond,29,154,"Journalist, magazine"
530,The Chest Arrestor,2023-09-24 22:50:07,10099,Stephanie,Smith,Man,52,140,"Psychologist, counselling"
530,The Chest Arrestor,2023-09-24 22:50:07,10117,Bhamini,Clark,Woman,82,176,Clinical research associate
530,The Chest Arrestor,2023-09-24 22:50:07,10119,Myra,Meadows,Transgender,36,141,Industrial buyer
530,The Chest Arrestor,2023-09-24 22:50:07,10137,Himmat,Weber,Non-binary/non-conforming,31,173,Exhibition designer
530,The Chest Arrestor,2023-09-24 22:50:07,10140,James,Nyawose,Man,89,173,Mudlogger
530,The Chest Arrestor,2023-09-24 22:50:07,10141,Silondile,Miller,Woman,46,178,"Pharmacist, community"
530,The Chest Arrestor,2023-09-24 22:50:07,10165,Ronald,Mabuya,Man,75,182,Operations geologist
530,The Chest Arrestor,2023-09-24 22:50:07,10256,Elakshi,Koshy,Prefer not to respond,60,176,"Scientist, research (life sciences)"
530,The Chest Arrestor,2023-09-24 22:50:07,10288,Rati,Maseko,Prefer not to respond,78,190,Illustrator
530,The Chest Arrestor,2023-09-24 22:50:07,10293,Brian,Ram,Non-binary/non-conforming,73,159,"Teacher, adult education"
530,The Chest Arrestor,2023-09-24 22:50:07,10306,Donna,Gonzalez,Man,72,174,"Production assistant, television"
530,The Chest Arrestor,2023-09-24 22:50:07,10334,Damini,Kelly,Transgender,40,149,"Editor, commissioning"
530,The Chest Arrestor,2023-09-24 22:50:07,10338,Richard,Mpunzana,Man,30,189,Materials engineer
530,The Chest Arrestor,2023-09-24 22:50:07,10345,Zoya,Matthews,Non-binary/non-conforming,56,174,Social researcher
530,The Chest Arrestor,2023-09-24 22:50:07,10372,Michael,Cross,Woman,40,170,"Research officer, political party"
530,The Chest Arrestor,2023-09-24 22:50:07,10431,Jennifer,Manning,Woman,87,156,Advertising account planner
530,The Chest Arrestor,2023-09-24 22:50:07,10436,Mandla,Miller,Man,81,183,Communications engineer
530,The Chest Arrestor,2023-09-24 22:50:07,10440,Debra,Basu,Woman,84,160,Company secretary
530,The Chest Arrestor,2023-09-24 22:50:07,10462,Miraya,Mhlongo,Man,78,188,Consulting civil engineer
530,The Chest Arrestor,2023-09-24 22:50:07,10486,Nomathemba,Frank,Woman,76,160,"Lecturer, further education"
530,The Chest Arrestor,2023-09-24 22:50:07,10528,Laura,Dyal,Man,34,147,Immunologist
530,The Chest Arrestor,2023-09-24 22:50:07,10550,Lisa,Dey,Woman,29,152,Medical technical officer
530,The Chest Arrestor,2023-09-24 22:50:07,10563,Amber,Mngoma,Non-binary/non-conforming,63,178,Magazine features editor
530,The Chest Arrestor,2023-09-24 22:50:07,10566,Christopher,Scott,Prefer not to respond,81,167,"Radiographer, therapeutic"
